AltQuantity,CIFValue,FOBValue,GrossWeight,IsLeaf,NetWeight,TradeQuantity,TradeValue,aggrLevel,cmdCode,cmdDescE,cstCode,cstDesc,estCode,motCode,motDesc,period,periodDesc,pfCode,pt3ISO,pt3ISO2,ptCode,ptCode2,ptTitle,ptTitle2,qtAltCode,qtAltDesc,qtCode,qtDesc,rgCode,rgDesc,rt3ISO,rtCode,rtTitle,yr
,,,,0,94.0,,54776,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CYP,,196,,b'Cyprus',,,,1,No Quantity,1,Import,HRV,191,b'Croatia',2015
,,,,0,15420.0,,7390650,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,1,Import,HRV,191,b'Croatia',2015
,,,,0,471.0,,133807,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,2,Export,HRV,191,b'Croatia',2015
,,,,0,2138.0,,255520,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,HRV,191,b'Croatia',2015
,,,,0,3.0,,1233,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,2,Export,HRV,191,b'Croatia',2015
,,,,0,946.0,0.0,54452,4,8542,Electronic integrated circuits,,,2,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,1,Import,CYP,196,b'Cyprus',2015
,,,,0,27.0,0.0,27179,4,8542,Electronic integrated circuits,,,2,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,CYP,196,b'Cyprus',2015
,,,,0,7.0,,21876,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CUB,,192,,b'Cuba',,,,1,No Quantity,2,Export,CZE,203,b'Czechia',2015
,,,,0,19.0,,1787,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,CYP,,196,,b'Cyprus',,,,1,No Quantity,1,Import,CZE,203,b'Czechia',2015
,,,,0,32821.0,,1784825,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,CYP,,196,,b'Cyprus',,,,1,No Quantity,2,Export,CZE,203,b'Czechia',2015
,,,,0,1.0,,1806,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,BEN,,204,,b'Benin',,,,1,No Quantity,2,Export,CZE,203,b'Czechia',2015
,,,,0,8666.0,,3996621,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,CZE,203,b'Czechia',2015
